"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","AireGeographique","IDA"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74041","HAUTE-SAVOIE","Bonnevaux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74038","HAUTE-SAVOIE","Bogeve","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74037","HAUTE-SAVOIE","Boege","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74036","HAUTE-SAVOIE","Bluffy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74034","HAUTE-SAVOIE","Biot","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74033","HAUTE-SAVOIE","Bernex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74032","HAUTE-SAVOIE","Bellevaux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74031","HAUTE-SAVOIE","Beaumont","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74030","HAUTE-SAVOIE","Baume","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74027","HAUTE-SAVOIE","Balme-de-Thuy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74024","HAUTE-SAVOIE","Ayse","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74022","HAUTE-SAVOIE","Aviernoz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74020","HAUTE-SAVOIE","Armoy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74018","HAUTE-SAVOIE","Arenthon","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74015","HAUTE-SAVOIE","Arbusigny","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74014","HAUTE-SAVOIE","Areches-la-Frasse","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74011","HAUTE-SAVOIE","Annecy-le-Vieux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74009","HAUTE-SAVOIE","Andilly","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74007","HAUTE-SAVOIE","Amancy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74006","HAUTE-SAVOIE","Allonzier-la-Caille","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74004","HAUTE-SAVOIE","Alleves","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74003","HAUTE-SAVOIE","Alex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74001","HAUTE-SAVOIE","Abondance","Abondance","1454"
"Beaufort","Vache","Pâte pressée cuite","'Beaufortain, la Maurienne et la Tarentaise, une partie du Val d''Arly (Savoie et Haute-Savoie)'","1968","74215","HAUTE-SAVOIE","Praz-sur-Arly","Beaufort","1455"
"Beaufort","Vache","Pâte pressée cuite","'Beaufortain, la Maurienne et la Tarentaise, une partie du Val d''Arly (Savoie et Haute-Savoie)'","1968","74085","HAUTE-SAVOIE","Contamines-Montjoie","Beaufort","1455"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74310","HAUTE-SAVOIE","Viuz-la-Chiesaz","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74167","HAUTE-SAVOIE","ValdeChaise","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74270","HAUTE-SAVOIE","Seythenex","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74242","HAUTE-SAVOIE","Saint-Jorioz","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74232","HAUTE-SAVOIE","Saint-Eustache","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74219","HAUTE-SAVOIE","Quintal","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74148","HAUTE-SAVOIE","Leschaux","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74147","HAUTE-SAVOIE","Lathuile","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74138","HAUTE-SAVOIE","Gruffy","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74135","HAUTE-SAVOIE","Giez","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74123","HAUTE-SAVOIE","Faverges-Seythenex","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74111","HAUTE-SAVOIE","Entrevernes","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74108","HAUTE-SAVOIE","Duingt","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74104","HAUTE-SAVOIE","Doussard","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74097","HAUTE-SAVOIE","Cusy","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74084","HAUTE-SAVOIE","Cons-Sainte-Colombe","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74072","HAUTE-SAVOIE","Chevaline","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74060","HAUTE-SAVOIE","Chapelle-Saint-Maurice","TomedesBauges","1496"
"TomedesBauges","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","2002","74004","HAUTE-SAVOIE","Alleves","TomedesBauges","1496"
