"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","AireGeographique","IDA"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74036","HAUTE-SAVOIE","Bluffy","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74034","HAUTE-SAVOIE","Biot","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74033","HAUTE-SAVOIE","Bernex","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74032","HAUTE-SAVOIE","Bellevaux","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74031","HAUTE-SAVOIE","Beaumont","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74030","HAUTE-SAVOIE","Baume","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74027","HAUTE-SAVOIE","Balme-de-Thuy","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74025","HAUTE-SAVOIE","Ballaison","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74024","HAUTE-SAVOIE","Ayse","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74022","HAUTE-SAVOIE","Aviernoz","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74021","HAUTE-SAVOIE","Arthaz-Pont-Notre-Dame","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74020","HAUTE-SAVOIE","Armoy","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74018","HAUTE-SAVOIE","Arenthon","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74015","HAUTE-SAVOIE","Arbusigny","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74014","HAUTE-SAVOIE","Areches-la-Frasse","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74011","HAUTE-SAVOIE","Annecy-le-Vieux","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74009","HAUTE-SAVOIE","Andilly","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74007","HAUTE-SAVOIE","Amancy","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74005","HAUTE-SAVOIE","Allinges","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74003","HAUTE-SAVOIE","Alex","ReblochondeSavoie","1481"
"ReblochondeSavoie","Vache","Pâte pressée non cuite","Savoie et Haute-Savoie","1958","74001","HAUTE-SAVOIE","Abondance","ReblochondeSavoie","1481"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74313","HAUTE-SAVOIE","Vovray-en-Bornes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74312","HAUTE-SAVOIE","Vougy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74310","HAUTE-SAVOIE","Viuz-la-Chiesaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74311","HAUTE-SAVOIE","Viuz-en-Sallaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74308","HAUTE-SAVOIE","Vinzier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74307","HAUTE-SAVOIE","Villy-le-Pelloux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74306","HAUTE-SAVOIE","Villy-le-Bouveret","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74304","HAUTE-SAVOIE","Ville-en-Sallaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74303","HAUTE-SAVOIE","Villaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74302","HAUTE-SAVOIE","Villards-sur-Thenes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74301","HAUTE-SAVOIE","Villard","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74299","HAUTE-SAVOIE","Veyrier-du-Lac","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74296","HAUTE-SAVOIE","Vers","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74295","HAUTE-SAVOIE","Vernaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74294","HAUTE-SAVOIE","Verchaix","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74290","HAUTE-SAVOIE","Vallorcine","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74167","HAUTE-SAVOIE","ValdeChaise","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74287","HAUTE-SAVOIE","Vailly","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74286","HAUTE-SAVOIE","Vacheresse","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74284","HAUTE-SAVOIE","Tour","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74278","HAUTE-SAVOIE","Thyez","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74280","HAUTE-SAVOIE","Thenes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74279","HAUTE-SAVOIE","Thollon-les-Memises","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74276","HAUTE-SAVOIE","Taninges","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74275","HAUTE-SAVOIE","Talloires-Montmin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74273","HAUTE-SAVOIE","Sixt-Fer-e-Cheval","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74271","HAUTE-SAVOIE","Seytroux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74270","HAUTE-SAVOIE","Seythenex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74267","HAUTE-SAVOIE","Sevrier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74266","HAUTE-SAVOIE","Servoz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74265","HAUTE-SAVOIE","Serraval","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74264","HAUTE-SAVOIE","Scionzier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74261","HAUTE-SAVOIE","Saxel","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74259","HAUTE-SAVOIE","Sappey","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74258","HAUTE-SAVOIE","Samoens","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74256","HAUTE-SAVOIE","Sallanches","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74253","HAUTE-SAVOIE","Saint-Sixt","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74252","HAUTE-SAVOIE","Saint-Sigismond","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74250","HAUTE-SAVOIE","Saint-Pierre-en-Faucigny","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74249","HAUTE-SAVOIE","Saint-Paul-en-Chablais","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74245","HAUTE-SAVOIE","Saint-Martin-Bellevue","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74244","HAUTE-SAVOIE","Saint-Laurent","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74242","HAUTE-SAVOIE","Saint-Jorioz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74241","HAUTE-SAVOIE","Saint-Jeoire","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74240","HAUTE-SAVOIE","Saint-Jean-de-Tholome","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74239","HAUTE-SAVOIE","Saint-Jean-de-Sixt","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74238","HAUTE-SAVOIE","Saint-Jean-d'Aulps","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74237","HAUTE-SAVOIE","Saint-Gingolph","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74236","HAUTE-SAVOIE","Saint-Gervais-les-Bains","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74234","HAUTE-SAVOIE","Saint-Ferreol","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74232","HAUTE-SAVOIE","Saint-Eustache","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74228","HAUTE-SAVOIE","Saint-Blaise","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74226","HAUTE-SAVOIE","Saint-Andre-de-Boege","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74224","HAUTE-SAVOIE","Roche-sur-Foron","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74223","HAUTE-SAVOIE","Riviere-Enverse","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74222","HAUTE-SAVOIE","Reyvroz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74221","HAUTE-SAVOIE","Reposoir","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74219","HAUTE-SAVOIE","Quintal","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74216","HAUTE-SAVOIE","Presilly","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74215","HAUTE-SAVOIE","Praz-sur-Arly","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74212","HAUTE-SAVOIE","Petit-Bornand-les-Glieres","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74211","HAUTE-SAVOIE","Pers-Jussy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74209","HAUTE-SAVOIE","Peillonnex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74208","HAUTE-SAVOIE","Passy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74206","HAUTE-SAVOIE","Orcier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74205","HAUTE-SAVOIE","Onnion","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74204","HAUTE-SAVOIE","Ollieres","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74203","HAUTE-SAVOIE","Novel","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74198","HAUTE-SAVOIE","Neves-Parmelan","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74196","HAUTE-SAVOIE","Nancy-sur-Cluses","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74194","HAUTE-SAVOIE","Meres","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74193","HAUTE-SAVOIE","Muraz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74191","HAUTE-SAVOIE","Morzine","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74190","HAUTE-SAVOIE","Morillon","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74188","HAUTE-SAVOIE","Montriond","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74187","HAUTE-SAVOIE","Montmin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74189","HAUTE-SAVOIE","Mont-Saxonnex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74183","HAUTE-SAVOIE","Mieussy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74177","HAUTE-SAVOIE","Menthonnex-en-Bornes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74176","HAUTE-SAVOIE","Menthon-Saint-Bernard","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74175","HAUTE-SAVOIE","Meillerie","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74174","HAUTE-SAVOIE","Megevette","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74173","HAUTE-SAVOIE","Megeve","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74169","HAUTE-SAVOIE","Marnaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74164","HAUTE-SAVOIE","Marignier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74162","HAUTE-SAVOIE","Marcellaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74160","HAUTE-SAVOIE","Manigod","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74159","HAUTE-SAVOIE","Magland","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74157","HAUTE-SAVOIE","Lyaud","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74155","HAUTE-SAVOIE","Lullin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74154","HAUTE-SAVOIE","Lugrin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74153","HAUTE-SAVOIE","Lucinges","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74148","HAUTE-SAVOIE","Leschaux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74147","HAUTE-SAVOIE","Lathuile","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74146","HAUTE-SAVOIE","Larringes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74143","HAUTE-SAVOIE","Houches","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74142","HAUTE-SAVOIE","Hery-sur-Alby","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74140","HAUTE-SAVOIE","Habere-Poche","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74139","HAUTE-SAVOIE","Habere-Lullin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74138","HAUTE-SAVOIE","Gruffy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74137","HAUTE-SAVOIE","Groisy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74136","HAUTE-SAVOIE","Grand-Bornand","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74135","HAUTE-SAVOIE","Giez","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74134","HAUTE-SAVOIE","Gets","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74129","HAUTE-SAVOIE","Forclaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74128","HAUTE-SAVOIE","Fillinges","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74282","HAUTE-SAVOIE","Filliere","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74127","HAUTE-SAVOIE","Feternes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74126","HAUTE-SAVOIE","Fessy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74123","HAUTE-SAVOIE","Faverges-Seythenex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74122","HAUTE-SAVOIE","Faucigny","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74120","HAUTE-SAVOIE","evires","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74116","HAUTE-SAVOIE","Etaux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74114","HAUTE-SAVOIE","Essert-Romand","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74111","HAUTE-SAVOIE","Entrevernes","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74110","HAUTE-SAVOIE","Entremont","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74108","HAUTE-SAVOIE","Duingt","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74104","HAUTE-SAVOIE","Doussard","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74103","HAUTE-SAVOIE","Domancy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74102","HAUTE-SAVOIE","Dingy-Saint-Clair","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74099","HAUTE-SAVOIE","Demi-Quartier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74098","HAUTE-SAVOIE","Cuvat","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74097","HAUTE-SAVOIE","Cusy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74096","HAUTE-SAVOIE","Cruseilles","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74091","HAUTE-SAVOIE","Cete-d'Arbroz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74090","HAUTE-SAVOIE","Cornier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74089","HAUTE-SAVOIE","Cordon","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74088","HAUTE-SAVOIE","Copponex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74085","HAUTE-SAVOIE","Contamines-Montjoie","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74087","HAUTE-SAVOIE","Contamine-sur-Arve","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74084","HAUTE-SAVOIE","Cons-Sainte-Colombe","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74083","HAUTE-SAVOIE","Combloux","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74082","HAUTE-SAVOIE","Collonges-sous-Saleve","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74081","HAUTE-SAVOIE","Cluses","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74080","HAUTE-SAVOIE","Clusaz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74079","HAUTE-SAVOIE","Clefs","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74076","HAUTE-SAVOIE","Choisy","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74073","HAUTE-SAVOIE","Chevenoz","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74072","HAUTE-SAVOIE","Chevaline","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74064","HAUTE-SAVOIE","Chetillon-sur-Cluses","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74063","HAUTE-SAVOIE","Chetel","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74062","HAUTE-SAVOIE","Charvonnex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74060","HAUTE-SAVOIE","Chapelle-Saint-Maurice","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74059","HAUTE-SAVOIE","Chapelle-Rambaud","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74058","HAUTE-SAVOIE","Chapelle-d'Abondance","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74057","HAUTE-SAVOIE","Champanges","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74056","HAUTE-SAVOIE","Chamonix-Mont-Blanc","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74054","HAUTE-SAVOIE","Chainaz-les-Frasses","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74053","HAUTE-SAVOIE","Cervens","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74052","HAUTE-SAVOIE","Cernex","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74051","HAUTE-SAVOIE","Cercier","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74050","HAUTE-SAVOIE","Burdignin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74049","HAUTE-SAVOIE","Brizon","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74048","HAUTE-SAVOIE","Brenthonne","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74045","HAUTE-SAVOIE","Bouchet-Mont-Charvin","Abondance","1454"
"Abondance","Vache","Pâte pressée cuite","'Val d''Abondance (Haute-Savoie)'","1990","74042","HAUTE-SAVOIE","Bonneville","Abondance","1454"
